Keywords
가성비가 좋아요
건강한 맛이에요
기본안주가 좋아요
단체모임 하기 좋아요
대화하기 좋아요
디저트가 맛있어요
룸이 잘 되어있어요
매장이 넓어요
매장이 청결해요
메뉴 구성이 알차요
반려동물과 가기 좋아요
뷰가 좋아요
비싼 만큼 가치있어요
빵이 맛있어요
사진이 잘 나와요
선물하기 좋아요
술이 다양해요
아늑해요
아이와 가기 좋아요
야외공간이 멋져요
양이 많아요
오래 머무르기 좋아요
음료가 맛있어요
음식이 맛있어요
음식이 빨리 나와요
음악이 좋아요
인테리어가 멋져요
읽을만한 책이 많아요
재료가 신선해요
종류가 다양해요
좌석이 편해요
주문제작을 잘해줘요
주차하기 편해요
집중하기 좋아요
차가 맛있어요
차분한 분위기에요
친절해요
커피가 맛있어요
컨셉이 독특해요
코스요리가 알차요
특별한 날 가기 좋아요
특별한 메뉴가 있어요
파티하기 좋아요
포장이 깔끔해요
혼밥하기 좋아요
혼술하기 좋아요
화장실이 깨끗해요
