Store,Theme,final_theme_score
상암YTN,사교 활동,8.26
상암YTN,시각적 요소,6.27
상암YTN,경험,3.33
상암YTN,다양성,5.36
상암YTN,특별함,5.99
마포용강동,분위기,0.85
마포용강동,사교 활동,7.84
마포용강동,시각적 요소,6.94
마포용강동,경험,3.51
마포용강동,다양성,6.26
마포용강동,특별함,10.22
홍대입구역사거리R,분위기,0.11
홍대입구역사거리R,사교 활동,7.2
홍대입구역사거리R,시각적 요소,4.61
홍대입구역사거리R,경험,2.84
홍대입구역사거리R,다양성,4.53
홍대입구역사거리R,특별함,5.33
마포경찰서후문,분위기,2.29
마포경찰서후문,사교 활동,10.48
마포경찰서후문,시각적 요소,6.87
마포경찰서후문,경험,4.46
마포경찰서후문,다양성,6.58
마포경찰서후문,특별함,12.48
공덕,분위기,1.59
공덕,사교 활동,8.07
공덕,시각적 요소,7.6
공덕,경험,3.41
공덕,다양성,5.3
공덕,특별함,7.14
합정폴리스R,분위기,2.67
합정폴리스R,사교 활동,8.33
합정폴리스R,시각적 요소,5.85
합정폴리스R,경험,3.65
합정폴리스R,다양성,5.78
합정폴리스R,특별함,7.11
홍대공항철도역,분위기,-0.18
홍대공항철도역,사교 활동,7.12
홍대공항철도역,시각적 요소,5.49
홍대공항철도역,경험,3.02
홍대공항철도역,다양성,4.63
홍대공항철도역,특별함,5.54
마포염리,분위기,2.08
마포염리,사교 활동,7.09
마포염리,시각적 요소,4.73
마포염리,경험,3.06
마포염리,다양성,5.07
마포염리,특별함,6.04
서강광흥창역,분위기,1.3
서강광흥창역,사교 활동,12.24
서강광흥창역,시각적 요소,9.97
서강광흥창역,경험,4.4
서강광흥창역,다양성,5.65
서강광흥창역,특별함,8.12
합정,분위기,-0.07
합정,사교 활동,8.37
합정,시각적 요소,6.92
합정,경험,3.54
합정,다양성,5.44
합정,특별함,8.27
서교동사거리,분위기,-0.34
서교동사거리,사교 활동,8.67
서교동사거리,시각적 요소,5.89
서교동사거리,경험,3.26
서교동사거리,다양성,5.28
서교동사거리,특별함,7.01
상암사보이시티,분위기,-0.26
상암사보이시티,사교 활동,8.29
상암사보이시티,시각적 요소,6.49
상암사보이시티,경험,3.27
상암사보이시티,다양성,5.06
상암사보이시티,특별함,7.89
신촌오거리,분위기,-0.26
신촌오거리,사교 활동,7.74
신촌오거리,시각적 요소,6.04
신촌오거리,경험,3.3
신촌오거리,다양성,5.36
신촌오거리,특별함,7.71
상암디지털큐브,분위기,1.2
상암디지털큐브,사교 활동,9.55
상암디지털큐브,시각적 요소,6.23
상암디지털큐브,경험,3.44
상암디지털큐브,다양성,5.11
상암디지털큐브,특별함,6.08
상수역,분위기,0.36
상수역,사교 활동,9.22
상수역,시각적 요소,6.51
상수역,경험,3.78
상수역,다양성,5.27
상수역,특별함,6.63
공덕오거리,분위기,2.24
공덕오거리,사교 활동,10.27
공덕오거리,시각적 요소,7.06
공덕오거리,경험,3.9
공덕오거리,다양성,5.62
공덕오거리,특별함,9.6
서강대,분위기,1.64
서강대,사교 활동,12.85
서강대,시각적 요소,11.38
서강대,경험,5.44
서강대,다양성,8.93
서강대,특별함,13.18
상암MBC,분위기,1.98
상암MBC,사교 활동,9.69
상암MBC,시각적 요소,7.33
상암MBC,경험,4.01
상암MBC,다양성,6.05
상암MBC,특별함,8.4
홍대역,분위기,0.25
홍대역,사교 활동,7.35
홍대역,시각적 요소,6.62
홍대역,경험,3.12
홍대역,다양성,4.77
홍대역,특별함,5.64
동교,분위기,-0.45
동교,사교 활동,8.76
동교,시각적 요소,6.97
동교,경험,3.5
동교,다양성,5.19
동교,특별함,7.15
애오개역,분위기,1.66
애오개역,사교 활동,13.5
애오개역,시각적 요소,11.01
애오개역,경험,4.91
애오개역,다양성,6.52
애오개역,특별함,12.74
상암DMC,분위기,3.02
상암DMC,사교 활동,12.71
상암DMC,시각적 요소,8.03
상암DMC,경험,4.07
상암DMC,다양성,5.84
상암DMC,특별함,8.17
마포일진빌딩,분위기,-0.24
마포일진빌딩,사교 활동,7.78
마포일진빌딩,시각적 요소,6.64
마포일진빌딩,경험,3.21
마포일진빌딩,다양성,5.11
마포일진빌딩,특별함,6.88
마포아크로,분위기,6.73
마포아크로,사교 활동,13.92
마포아크로,시각적 요소,9.42
마포아크로,경험,4.27
마포아크로,다양성,5.88
마포아크로,특별함,11.87
홍대삼거리,분위기,0.35
홍대삼거리,사교 활동,9.24
홍대삼거리,시각적 요소,7.67
홍대삼거리,경험,3.91
홍대삼거리,다양성,6.18
홍대삼거리,특별함,7.54
망원역,분위기,-0.88
망원역,사교 활동,6.77
망원역,시각적 요소,4.95
망원역,경험,2.53
망원역,다양성,4.17
망원역,특별함,4.26
마포이마트,분위기,3.41
마포이마트,사교 활동,15.92
마포이마트,시각적 요소,10.32
마포이마트,경험,4.66
마포이마트,다양성,6.98
마포이마트,특별함,11.85
합정메세나몰,분위기,1.09
합정메세나몰,사교 활동,8.86
합정메세나몰,시각적 요소,9.3
합정메세나몰,경험,3.73
합정메세나몰,다양성,5.75
합정메세나몰,특별함,8.25
아현역대로,분위기,4.33
아현역대로,사교 활동,23.55
아현역대로,시각적 요소,10.19
아현역대로,경험,7.11
아현역대로,다양성,9.04
아현역대로,특별함,16.19
디지털미디어시티역,분위기,0.57
디지털미디어시티역,사교 활동,9.12
디지털미디어시티역,시각적 요소,5.91
디지털미디어시티역,경험,3.42
디지털미디어시티역,다양성,6.13
디지털미디어시티역,특별함,7.51
홍대역8번출구,분위기,1.07
홍대역8번출구,사교 활동,8.07
홍대역8번출구,시각적 요소,6.41
홍대역8번출구,경험,3.18
홍대역8번출구,다양성,4.84
홍대역8번출구,특별함,6.75
합정푸르지오,분위기,6.83
합정푸르지오,사교 활동,22.98
합정푸르지오,시각적 요소,13.77
합정푸르지오,경험,7.73
합정푸르지오,다양성,10.34
합정푸르지오,특별함,16.46
홍대동교,분위기,2.66
홍대동교,사교 활동,12.0
홍대동교,시각적 요소,6.61
홍대동교,경험,4.49
홍대동교,다양성,7.24
홍대동교,특별함,8.94
망원한강공원,분위기,2.44
망원한강공원,사교 활동,6.75
망원한강공원,시각적 요소,3.41
망원한강공원,경험,2.72
망원한강공원,다양성,4.28
망원한강공원,특별함,5.07
마포구청역,분위기,22.14
마포구청역,사교 활동,91.83
마포구청역,시각적 요소,42.33
마포구청역,경험,18.15
마포구청역,다양성,30.62
마포구청역,특별함,48.92
가재울뉴타운,분위기,2.29
가재울뉴타운,사교 활동,9.99
가재울뉴타운,시각적 요소,7.47
가재울뉴타운,경험,3.67
가재울뉴타운,다양성,5.46
가재울뉴타운,특별함,9.18
남가좌사거리,분위기,-0.61
남가좌사거리,사교 활동,8.06
남가좌사거리,시각적 요소,6.55
남가좌사거리,경험,3.07
남가좌사거리,다양성,5.06
남가좌사거리,특별함,7.66
신촌역,분위기,0.02
신촌역,사교 활동,10.41
신촌역,시각적 요소,7.67
신촌역,경험,3.92
신촌역,다양성,5.98
신촌역,특별함,7.82
아현역,분위기,3.31
아현역,사교 활동,12.28
아현역,시각적 요소,10.29
아현역,경험,4.62
아현역,다양성,6.08
아현역,특별함,11.12
홍제역,분위기,-0.49
홍제역,사교 활동,6.28
홍제역,시각적 요소,6.29
홍제역,경험,2.8
홍제역,다양성,4.25
홍제역,특별함,4.12
연세백양로,분위기,0.89
연세백양로,사교 활동,10.6
연세백양로,시각적 요소,9.47
연세백양로,경험,4.26
연세백양로,다양성,6.96
연세백양로,특별함,7.95
연희DT,분위기,0.24
연희DT,사교 활동,10.63
연희DT,시각적 요소,6.15
연희DT,경험,3.61
연희DT,다양성,5.81
연희DT,특별함,6.45
경기대,분위기,7.13
경기대,사교 활동,15.87
경기대,시각적 요소,11.19
경기대,경험,5.53
경기대,다양성,7.27
경기대,특별함,11.33
신촌,분위기,-1.21
신촌,사교 활동,8.55
신촌,시각적 요소,6.65
신촌,경험,3.34
신촌,다양성,5.51
신촌,특별함,6.37
이대ECC,분위기,0.1
이대ECC,사교 활동,9.84
이대ECC,시각적 요소,7.52
이대ECC,경험,3.99
이대ECC,다양성,6.1
이대ECC,특별함,8.09
연대,분위기,0.07
연대,사교 활동,10.7
연대,시각적 요소,8.79
연대,경험,4.2
연대,다양성,6.71
연대,특별함,8.56
충정로역,분위기,2.42
충정로역,사교 활동,11.61
충정로역,시각적 요소,7.6
충정로역,경험,4.58
충정로역,다양성,6.31
충정로역,특별함,8.77
신촌명물거리,분위기,0.27
신촌명물거리,사교 활동,9.55
신촌명물거리,시각적 요소,6.97
신촌명물거리,경험,3.95
신촌명물거리,다양성,6.14
신촌명물거리,특별함,8.3
현대신촌,분위기,8.42
현대신촌,사교 활동,13.19
현대신촌,시각적 요소,12.27
현대신촌,경험,4.37
현대신촌,다양성,6.14
현대신촌,특별함,8.57
연희동,분위기,-0.06
연희동,사교 활동,9.32
연희동,시각적 요소,9.17
연희동,경험,3.67
연희동,다양성,6.04
연희동,특별함,6.82
방배로,분위기,1.75
방배로,사교 활동,10.04
방배로,시각적 요소,8.39
방배로,경험,4.65
방배로,다양성,7.21
방배로,특별함,10.55
강남교보타워R,분위기,1.5
강남교보타워R,사교 활동,9.59
강남교보타워R,시각적 요소,5.67
강남교보타워R,경험,3.49
강남교보타워R,다양성,5.03
강남교보타워R,특별함,5.98
센트럴F1,분위기,2.2
센트럴F1,사교 활동,8.29
센트럴F1,시각적 요소,6.41
센트럴F1,경험,3.12
센트럴F1,다양성,4.68
센트럴F1,특별함,5.46
서초역이화빌딩,분위기,2.14
서초역이화빌딩,사교 활동,14.5
서초역이화빌딩,시각적 요소,9.97
서초역이화빌딩,경험,4.87
서초역이화빌딩,다양성,6.29
서초역이화빌딩,특별함,10.2
서초구청,분위기,1.12
서초구청,사교 활동,8.78
서초구청,시각적 요소,6.96
서초구청,경험,3.56
서초구청,다양성,5.68
서초구청,특별함,6.99
서초우성사거리,분위기,-0.17
서초우성사거리,사교 활동,7.64
서초우성사거리,시각적 요소,5.72
서초우성사거리,경험,3.04
서초우성사거리,다양성,4.87
서초우성사거리,특별함,6.43
이수역사거리,분위기,-0.02
이수역사거리,사교 활동,7.32
이수역사거리,시각적 요소,5.89
이수역사거리,경험,3.27
이수역사거리,다양성,5.13
이수역사거리,특별함,6.79
강남대로신사,분위기,1.02
강남대로신사,사교 활동,10.9
강남대로신사,시각적 요소,8.6
강남대로신사,경험,4.43
강남대로신사,다양성,6.26
강남대로신사,특별함,8.31
서울고속터미널,분위기,1.36
서울고속터미널,사교 활동,7.05
서울고속터미널,시각적 요소,6.83
서울고속터미널,경험,2.84
서울고속터미널,다양성,4.58
서울고속터미널,특별함,5.39
방배,분위기,2.29
방배,사교 활동,10.93
방배,시각적 요소,8.32
방배,경험,4.42
방배,다양성,6.55
방배,특별함,11.66
방배카페거리,분위기,0.43
방배카페거리,사교 활동,10.41
방배카페거리,시각적 요소,8.93
방배카페거리,경험,3.85
방배카페거리,다양성,6.33
방배카페거리,특별함,7.9
서초법원,분위기,1.81
서초법원,사교 활동,10.83
서초법원,시각적 요소,8.32
서초법원,경험,4.29
서초법원,다양성,6.15
서초법원,특별함,9.47
청계산입구역,분위기,1.56
청계산입구역,사교 활동,9.52
청계산입구역,시각적 요소,8.49
청계산입구역,경험,4.44
청계산입구역,다양성,6.56
청계산입구역,특별함,12.03
사당로데오,분위기,0.66
사당로데오,사교 활동,7.4
사당로데오,시각적 요소,6.58
사당로데오,경험,3.23
사당로데오,다양성,5.28
사당로데오,특별함,5.09
파미에파크R,분위기,1.39
파미에파크R,사교 활동,6.12
파미에파크R,시각적 요소,3.9
파미에파크R,경험,2.78
파미에파크R,다양성,4.38
파미에파크R,특별함,4.77
양재역,분위기,0.02
양재역,사교 활동,7.86
양재역,시각적 요소,5.91
양재역,경험,3.22
양재역,다양성,4.71
양재역,특별함,6.31
논현역,분위기,1.16
논현역,사교 활동,13.3
논현역,시각적 요소,8.03
논현역,경험,4.62
논현역,다양성,6.53
논현역,특별함,12.11
이수역,분위기,-0.29
이수역,사교 활동,7.44
이수역,시각적 요소,6.28
이수역,경험,3.2
이수역,다양성,5.28
이수역,특별함,6.04
내방역,분위기,1.0
내방역,사교 활동,10.33
내방역,시각적 요소,9.48
내방역,경험,4.05
내방역,다양성,6.9
내방역,특별함,9.27
서초파라곤,분위기,1.17
서초파라곤,사교 활동,13.79
서초파라곤,시각적 요소,11.4
서초파라곤,경험,4.74
서초파라곤,다양성,7.09
서초파라곤,특별함,13.57
서울아트센터,분위기,2.12
서울아트센터,사교 활동,9.32
서울아트센터,시각적 요소,6.21
서울아트센터,경험,3.7
서울아트센터,다양성,6.09
서울아트센터,특별함,7.41
서초중앙로,분위기,2.38
서초중앙로,사교 활동,10.77
서초중앙로,시각적 요소,9.05
서초중앙로,경험,4.59
서초중앙로,다양성,7.1
서초중앙로,특별함,11.08
센트럴시티,분위기,0.81
센트럴시티,사교 활동,6.19
센트럴시티,시각적 요소,5.9
센트럴시티,경험,2.8
센트럴시티,다양성,4.42
센트럴시티,특별함,5.2
강남삼성타운,분위기,0.82
강남삼성타운,사교 활동,9.32
강남삼성타운,시각적 요소,8.06
강남삼성타운,경험,3.82
강남삼성타운,다양성,5.99
강남삼성타운,특별함,7.2
방배역,분위기,1.16
방배역,사교 활동,11.2
방배역,시각적 요소,8.52
방배역,경험,4.49
방배역,다양성,6.65
방배역,특별함,9.06
반포역,분위기,10.16
반포역,사교 활동,19.09
반포역,시각적 요소,13.15
반포역,경험,6.93
반포역,다양성,10.82
반포역,특별함,19.91
남부터미널,분위기,4.48
남부터미널,사교 활동,11.89
남부터미널,시각적 요소,9.04
남부터미널,경험,3.76
남부터미널,다양성,5.31
남부터미널,특별함,8.11
뉴코아강남,분위기,5.2
뉴코아강남,사교 활동,9.3
뉴코아강남,시각적 요소,9.65
뉴코아강남,경험,4.29
뉴코아강남,다양성,6.57
뉴코아강남,특별함,8.95
강남서초초교,분위기,0.06
강남서초초교,사교 활동,7.94
강남서초초교,시각적 요소,6.83
강남서초초교,경험,3.27
강남서초초교,다양성,5.43
강남서초초교,특별함,7.58
교대,분위기,5.33
교대,사교 활동,19.28
교대,시각적 요소,13.72
교대,경험,5.04
교대,다양성,7.0
교대,특별함,10.19
하이브랜드,분위기,3.76
하이브랜드,사교 활동,14.7
하이브랜드,시각적 요소,9.13
하이브랜드,경험,4.51
하이브랜드,다양성,6.2
하이브랜드,특별함,10.87
신논현역,분위기,0.31
신논현역,사교 활동,10.3
신논현역,시각적 요소,8.44
신논현역,경험,4.06
신논현역,다양성,5.96
신논현역,특별함,9.1
영동2교,분위기,1.11
영동2교,사교 활동,9.81
영동2교,시각적 요소,8.24
영동2교,경험,3.87
영동2교,다양성,5.53
영동2교,특별함,7.61
남부터미널역5번출구,분위기,0.86
남부터미널역5번출구,사교 활동,9.16
남부터미널역5번출구,시각적 요소,7.54
남부터미널역5번출구,경험,3.52
남부터미널역5번출구,다양성,5.21
남부터미널역5번출구,특별함,7.28
서래마을입구,분위기,4.66
서래마을입구,사교 활동,14.98
서래마을입구,시각적 요소,12.69
서래마을입구,경험,4.43
서래마을입구,다양성,6.7
서래마을입구,특별함,11.33
교대법원,분위기,2.95
교대법원,사교 활동,11.86
교대법원,시각적 요소,10.62
교대법원,경험,4.37
교대법원,다양성,6.87
교대법원,특별함,10.43
반포자이,분위기,10.66
반포자이,사교 활동,23.37
반포자이,시각적 요소,15.05
반포자이,경험,8.84
반포자이,다양성,11.69
반포자이,특별함,32.66
서초태우빌딩,분위기,88.32
서초태우빌딩,사교 활동,321.5
서초태우빌딩,시각적 요소,50.95
서초태우빌딩,경험,40.47
서초태우빌딩,다양성,91.72
서초태우빌딩,특별함,355.02
반포원베일리,분위기,33.68
반포원베일리,사교 활동,97.03
반포원베일리,시각적 요소,26.56
반포원베일리,경험,23.53
반포원베일리,다양성,35.84
반포원베일리,특별함,73.2
강남역우송빌딩,분위기,6.09
강남역우송빌딩,사교 활동,24.15
강남역우송빌딩,시각적 요소,15.91
강남역우송빌딩,경험,9.08
강남역우송빌딩,다양성,14.94
강남역우송빌딩,특별함,22.06
서이초교사거리,분위기,0.12
서이초교사거리,사교 활동,11.19
서이초교사거리,시각적 요소,7.94
서이초교사거리,경험,4.21
서이초교사거리,다양성,6.22
서이초교사거리,특별함,9.1
서울웨이브아트센터,분위기,3.28
서울웨이브아트센터,사교 활동,8.48
서울웨이브아트센터,시각적 요소,3.52
서울웨이브아트센터,경험,3.51
서울웨이브아트센터,다양성,4.81
서울웨이브아트센터,특별함,6.37
길음역,분위기,-1.65
길음역,사교 활동,7.44
길음역,시각적 요소,7.83
길음역,경험,3.07
길음역,다양성,4.95
길음역,특별함,5.25
미아이마트,분위기,0.4
미아이마트,사교 활동,7.55
미아이마트,시각적 요소,7.01
미아이마트,경험,3.16
미아이마트,다양성,4.97
미아이마트,특별함,6.34
종암DT,분위기,-0.45
종암DT,사교 활동,8.94
종암DT,시각적 요소,5.84
종암DT,경험,3.16
종암DT,다양성,4.86
종암DT,특별함,4.84
미아,분위기,-0.46
미아,사교 활동,10.66
미아,시각적 요소,6.28
미아,경험,3.42
미아,다양성,5.31
미아,특별함,6.32
성신여대정문,분위기,-1.2
성신여대정문,사교 활동,6.89
성신여대정문,시각적 요소,5.67
성신여대정문,경험,2.75
성신여대정문,다양성,4.44
성신여대정문,특별함,4.67
종암,분위기,0.42
종암,사교 활동,8.1
종암,시각적 요소,7.05
종암,경험,3.34
종암,다양성,5.15
종암,특별함,5.15
삼선교,분위기,0.02
삼선교,사교 활동,9.64
삼선교,시각적 요소,6.63
삼선교,경험,3.48
삼선교,다양성,5.39
삼선교,특별함,6.73
월곡역,분위기,0.72
월곡역,사교 활동,9.26
월곡역,시각적 요소,7.12
월곡역,경험,3.67
월곡역,다양성,5.22
월곡역,특별함,7.94
고대,분위기,0.19
고대,사교 활동,11.88
고대,시각적 요소,8.2
고대,경험,4.38
고대,다양성,6.29
고대,특별함,7.3
현대미아,분위기,9.11
현대미아,사교 활동,9.34
현대미아,시각적 요소,10.05
현대미아,경험,3.85
현대미아,다양성,5.27
현대미아,특별함,5.96
성신여대,분위기,-1.21
성신여대,사교 활동,7.5
성신여대,시각적 요소,6.13
성신여대,경험,3.14
성신여대,다양성,4.91
성신여대,특별함,5.41
안암역,분위기,-0.48
안암역,사교 활동,10.77
안암역,시각적 요소,7.69
안암역,경험,3.94
안암역,다양성,6.1
안암역,특별함,6.41
한성대입구역,분위기,-0.59
한성대입구역,사교 활동,6.34
한성대입구역,시각적 요소,6.55
한성대입구역,경험,3.07
한성대입구역,다양성,4.92
한성대입구역,특별함,5.48
성신여대입구역,분위기,17.69
성신여대입구역,사교 활동,46.47
성신여대입구역,시각적 요소,16.0
성신여대입구역,경험,14.32
성신여대입구역,다양성,22.88
성신여대입구역,특별함,48.85
송파나루역DT,분위기,-0.17
송파나루역DT,사교 활동,7.39
송파나루역DT,시각적 요소,5.05
송파나루역DT,경험,3.22
송파나루역DT,다양성,4.9
송파나루역DT,특별함,5.57
문정역,분위기,0.84
문정역,사교 활동,8.71
문정역,시각적 요소,7.62
문정역,경험,3.46
문정역,다양성,5.29
문정역,특별함,7.69
송파위례,분위기,2.15
송파위례,사교 활동,8.98
송파위례,시각적 요소,7.95
송파위례,경험,3.83
송파위례,다양성,6.23
송파위례,특별함,8.79
송파방이DT,분위기,0.78
송파방이DT,사교 활동,9.81
송파방이DT,시각적 요소,4.87
송파방이DT,경험,2.91
송파방이DT,다양성,4.33
송파방이DT,특별함,7.07
올림픽평화의문,분위기,0.72
올림픽평화의문,사교 활동,9.48
올림픽평화의문,시각적 요소,5.72
올림픽평화의문,경험,3.77
올림픽평화의문,다양성,5.61
올림픽평화의문,특별함,5.94
송파아이파크,분위기,2.25
송파아이파크,사교 활동,14.1
송파아이파크,시각적 요소,9.95
송파아이파크,경험,4.45
송파아이파크,다양성,6.58
송파아이파크,특별함,10.56
송파사거리,분위기,-0.27
송파사거리,사교 활동,8.95
송파사거리,시각적 요소,5.99
송파사거리,경험,3.45
송파사거리,다양성,5.29
송파사거리,특별함,6.28
석촌서호,분위기,0.64
석촌서호,사교 활동,6.81
석촌서호,시각적 요소,5.23
석촌서호,경험,3.04
석촌서호,다양성,5.17
석촌서호,특별함,6.78
문정로데오,분위기,0.37
문정로데오,사교 활동,8.66
문정로데오,시각적 요소,7.22
문정로데오,경험,3.74
문정로데오,다양성,5.66
문정로데오,특별함,8.08
올림픽훼미리,분위기,4.58
올림픽훼미리,사교 활동,13.31
올림픽훼미리,시각적 요소,11.3
올림픽훼미리,경험,5.38
올림픽훼미리,다양성,8.1
올림픽훼미리,특별함,14.04
올림픽공원남문,분위기,5.75
올림픽공원남문,사교 활동,14.54
올림픽공원남문,시각적 요소,8.1
올림픽공원남문,경험,6.02
올림픽공원남문,다양성,9.11
올림픽공원남문,특별함,11.72
방이역,분위기,0.18
방이역,사교 활동,7.88
방이역,시각적 요소,6.51
방이역,경험,3.45
방이역,다양성,5.01
방이역,특별함,5.71
석촌호수,분위기,-0.26
석촌호수,사교 활동,6.05
석촌호수,시각적 요소,3.79
석촌호수,경험,2.58
석촌호수,다양성,4.71
석촌호수,특별함,5.2
잠실푸르지오월드,분위기,1.89
잠실푸르지오월드,사교 활동,10.38
잠실푸르지오월드,시각적 요소,8.8
잠실푸르지오월드,경험,3.98
잠실푸르지오월드,다양성,6.58
잠실푸르지오월드,특별함,8.08
잠실새내역,분위기,0.39
잠실새내역,사교 활동,8.85
잠실새내역,시각적 요소,5.91
잠실새내역,경험,3.25
잠실새내역,다양성,5.27
잠실새내역,특별함,5.84
잠실역,분위기,0.9
잠실역,사교 활동,8.21
잠실역,시각적 요소,6.92
잠실역,경험,3.49
잠실역,다양성,5.15
잠실역,특별함,7.38
갤러리아팰리스,분위기,2.12
갤러리아팰리스,사교 활동,11.7
갤러리아팰리스,시각적 요소,8.64
갤러리아팰리스,경험,3.98
갤러리아팰리스,다양성,6.36
갤러리아팰리스,특별함,8.42
아시아선수촌,분위기,1.02
아시아선수촌,사교 활동,8.73
아시아선수촌,시각적 요소,7.01
아시아선수촌,경험,3.32
아시아선수촌,다양성,5.43
아시아선수촌,특별함,5.95
올림픽아파트,분위기,10.15
올림픽아파트,사교 활동,15.83
올림픽아파트,시각적 요소,15.71
올림픽아파트,경험,5.96
올림픽아파트,다양성,7.77
올림픽아파트,특별함,15.25
문정역2번출구,분위기,28.7
문정역2번출구,사교 활동,82.42
문정역2번출구,시각적 요소,44.2
문정역2번출구,경험,20.78
문정역2번출구,다양성,34.53
문정역2번출구,특별함,35.96
문정법조타운 한양타워,분위기,5.13
문정법조타운 한양타워,사교 활동,18.79
문정법조타운 한양타워,시각적 요소,10.69
문정법조타운 한양타워,경험,8.08
문정법조타운 한양타워,다양성,12.64
문정법조타운 한양타워,특별함,18.72
송파마천사거리DT,분위기,0.67
송파마천사거리DT,사교 활동,8.22
송파마천사거리DT,시각적 요소,5.04
송파마천사거리DT,경험,3.19
송파마천사거리DT,다양성,4.78
송파마천사거리DT,특별함,5.25
목동파리공원,분위기,1.57
목동파리공원,사교 활동,9.81
목동파리공원,시각적 요소,9.16
목동파리공원,경험,4.24
목동파리공원,다양성,6.17
목동파리공원,특별함,8.41
등촌역,분위기,0.43
등촌역,사교 활동,10.47
등촌역,시각적 요소,7.27
등촌역,경험,3.87
등촌역,다양성,5.4
등촌역,특별함,7.17
목동행복한,분위기,2.02
목동행복한,사교 활동,8.12
목동행복한,시각적 요소,6.6
목동행복한,경험,3.54
목동행복한,다양성,5.25
목동행복한,특별함,6.23
신정DT,분위기,-0.24
신정DT,사교 활동,7.1
신정DT,시각적 요소,5.38
신정DT,경험,2.85
신정DT,다양성,4.58
신정DT,특별함,4.63
목동역,분위기,-0.04
목동역,사교 활동,7.84
목동역,시각적 요소,6.87
목동역,경험,3.2
목동역,다양성,4.99
목동역,특별함,6.65
목동오목로,분위기,2.33
목동오목로,사교 활동,13.19
목동오목로,시각적 요소,10.73
목동오목로,경험,4.91
목동오목로,다양성,8.27
목동오목로,특별함,9.57
목동8단지,분위기,1.9
목동8단지,사교 활동,9.39
목동8단지,시각적 요소,6.88
목동8단지,경험,3.95
목동8단지,다양성,5.56
목동8단지,특별함,7.07
오목교역,분위기,0.07
오목교역,사교 활동,7.74
오목교역,시각적 요소,6.88
오목교역,경험,3.51
오목교역,다양성,5.34
오목교역,특별함,7.51
신월IC DT,분위기,-0.09
신월IC DT,사교 활동,7.07
신월IC DT,시각적 요소,5.1
신월IC DT,경험,2.82
신월IC DT,다양성,4.55
신월IC DT,특별함,4.88
목동7단지,분위기,3.51
목동7단지,사교 활동,12.59
목동7단지,시각적 요소,10.47
목동7단지,경험,4.89
목동7단지,다양성,6.75
목동7단지,특별함,12.08
목동트라팰리스,분위기,-0.07
목동트라팰리스,사교 활동,8.16
목동트라팰리스,시각적 요소,6.9
목동트라팰리스,경험,3.39
목동트라팰리스,다양성,5.07
목동트라팰리스,특별함,6.65
목동10단지,분위기,0.18
목동10단지,사교 활동,7.5
목동10단지,시각적 요소,6.43
목동10단지,경험,3.08
목동10단지,다양성,5.51
목동10단지,특별함,7.09
신월동DT,분위기,1.15
신월동DT,사교 활동,10.83
신월동DT,시각적 요소,6.4
신월동DT,경험,4.11
신월동DT,다양성,5.33
신월동DT,특별함,6.5
샛강역,분위기,1.35
샛강역,사교 활동,9.3
샛강역,시각적 요소,6.97
샛강역,경험,3.97
샛강역,다양성,5.78
샛강역,특별함,8.36
영등포역,분위기,-0.33
영등포역,사교 활동,6.52
영등포역,시각적 요소,5.13
영등포역,경험,2.71
영등포역,다양성,4.49
영등포역,특별함,5.08
당산대로,분위기,1.17
당산대로,사교 활동,11.14
당산대로,시각적 요소,9.31
당산대로,경험,4.29
당산대로,다양성,6.32
당산대로,특별함,8.34
여의도IFC몰(L1)R,분위기,3.13
여의도IFC몰(L1)R,사교 활동,8.87
여의도IFC몰(L1)R,시각적 요소,5.93
여의도IFC몰(L1)R,경험,3.37
여의도IFC몰(L1)R,다양성,5.23
여의도IFC몰(L1)R,특별함,6.02
여의도KBS R,분위기,2.47
여의도KBS R,사교 활동,10.47
여의도KBS R,시각적 요소,6.44
여의도KBS R,경험,3.73
여의도KBS R,다양성,5.46
여의도KBS R,특별함,7.31
여의도화재보험,분위기,2.39
여의도화재보험,사교 활동,11.0
여의도화재보험,시각적 요소,7.91
여의도화재보험,경험,4.16
여의도화재보험,다양성,6.36
여의도화재보험,특별함,8.06
국회대로,분위기,3.24
국회대로,사교 활동,13.56
국회대로,시각적 요소,7.74
국회대로,경험,4.54
국회대로,다양성,5.88
국회대로,특별함,9.28
영등포KT,분위기,0.12
영등포KT,사교 활동,8.73
영등포KT,시각적 요소,8.38
영등포KT,경험,3.7
영등포KT,다양성,5.48
영등포KT,특별함,7.93
여의도공원R,분위기,4.78
여의도공원R,사교 활동,10.1
여의도공원R,시각적 요소,6.52
여의도공원R,경험,4.12
여의도공원R,다양성,6.22
여의도공원R,특별함,8.91
국회의사당역,분위기,0.85
국회의사당역,사교 활동,9.16
국회의사당역,시각적 요소,6.62
국회의사당역,경험,3.62
국회의사당역,다양성,5.36
국회의사당역,특별함,7.3
여의도역R,분위기,0.31
여의도역R,사교 활동,8.07
여의도역R,시각적 요소,4.91
여의도역R,경험,3.2
여의도역R,다양성,5.05
여의도역R,특별함,5.59
선유동이레빌딩,분위기,0.22
선유동이레빌딩,사교 활동,9.55
선유동이레빌딩,시각적 요소,6.83
선유동이레빌딩,경험,3.77
선유동이레빌딩,다양성,5.56
선유동이레빌딩,특별함,7.44
동여의도,분위기,1.68
동여의도,사교 활동,10.04
동여의도,시각적 요소,10.96
동여의도,경험,4.33
동여의도,다양성,6.72
동여의도,특별함,10.37
