,이름,lat,long
425,서울양평역,37.523128,126.885809
426,영등포시장교차로,37.5204239,126.904446
427,더현대서울(B2)R,37.5258834618679,126.928658229468
428,여의도브라이튼,37.5241006226166,126.929817318958
429,여의도TP타워,37.521624938408046,126.92302031330276
430,당산역사거리,37.53409659351415,126.90121370080551
431,신풍역,37.5003469620528,126.908438384002
432,불광역,37.609382,126.9303971
433,구파발사거리,37.639617,126.91881
434,연신내역사거리,37.618773940257306,126.92179889674078
435,연신내,37.6203213,126.9198926
436,구파발역,37.63446,126.918881
437,은평구청입구,37.601042,126.926789
438,은평이마트,37.60037923,126.9202735
439,구산역,37.611745,126.917678
440,불광역8번출구,37.61199,126.9289
441,수색,37.58006406944348,126.89956239090266
442,새절역,37.5894266730207,126.912863456524
443,더북한산,37.6554576593266,126.947556374345
444,녹번역,37.603307621312325,126.93528567756574
445,진관DT,37.6501787,126.9361968
446,연합뉴스,37.57462713751161,126.98047541991131
447,혜화역,37.5824779,127.0021850
448,경희궁로,37.571759,126.972343
449,강북삼성병원,37.568546,126.96756
450,종로평창동,37.60614770769474,126.96736414444056
451,광화문우체국,37.57000686119245,126.9780599046084
452,종로R,37.5708,126.9834
453,독립문역,37.571432,126.961269
454,정부서울청사R,37.574621312530724,126.97367761929035
455,종로구청,37.572498614917706,126.98095141204923
456,북촌로,37.579419015932245,126.98648560012543
457,종로수송,37.57165162614545,126.98062335393885
458,새문안로,37.569853082636385,126.97499519103074
459,안국,37.577393946851735,126.98576427427058
460,삼청동,37.58541226323984,126.98191331140823
461,광화문D타워,37.57049132960646,126.97907003783457
462,적선,37.57529940979838,126.97412453401081
463,인사,37.57220884263517,126.98679819956659
464,광화문,37.571254401637304,126.97631064081757
465,성대입구,37.582892,126.998392
466,스페이스본,37.57493107689841,126.96921731857209
467,주얼리시티,37.5714829206881,126.998666645245
468,종각,37.57001689280663,126.98450354974083
469,동숭로아트,37.582969,127.003876
470,종로관철,37.56913860117361,126.98593280684017
471,경복궁역,37.5771508,126.97274530000004
472,이마빌딩,37.5738637,126.97897149999994
473,마로니에공원,37.58154296,127.0023412
474,종로3가,37.57056485920516,126.99021701586494
475,대학로,37.5764916392943,127.001470988378
476,경복궁사거리,37.575615939508076,126.9802374336133
477,종로관수,37.56971102439499,126.98863522829857
478,광화문교보문고,37.571017,126.977937
479,정동,37.56866486265962,126.97002074047501
480,종로플레이스,37.5731377743929,126.998354975801
481,강북삼성병원1층,37.568546,126.96756
482,동숭길입구,37.584236,127.002014
483,서울대치과병원,37.5774740926489,126.999891434786
484,서대문적십자,37.56678781817199,126.96730492051981
485,서대문역,37.56696762926624,126.96593240370939
486,숭례문북창,37.561725,126.976838
487,을지로4가역,37.56634407411786,126.99753246143461
488,동대문두타,37.56892512604548,127.00878383484597
489,대한상공회의소R,37.560938,126.973702
490,국립중앙의료원,37.5665160,127.0062376
491,동국대,37.561542,126.998437
492,동대문공원,37.565133,127.007191
493,을지로국제빌딩,37.566952,126.982219
494,동대입구역,37.5596804372304,127.006202929994
495,신당역사거리,37.565807,127.01643
496,연세세브란스,37.557207,126.97354
497,회현역,37.55947242829924,126.98072554032831
498,을지로경기빌딩,37.56707721942303,126.98322227123015
